"id","pid","name","name_de","level","path_text"
"2265","81","Cruise control unspecified","Geschwindigkeitsregelanlage divers","l4","Commodity > Electronics > Cruise Control > Cruise control unspecified"
"2266","191","Cruise control distance sensor","Abstandssensor für Tempomat","l4","Commodity > Electronics > Milliwave and Laser Radar / LiDAR > Cruise control distance sensor"
"2267","81","Cruise control ECU","Steuergerät für Tempomat","l4","Commodity > Electronics > Cruise Control > Cruise control ECU"
"2268","275","Cruise control switch","Schalter für Tempomat","l4","Commodity > Electronics > Switch > Cruise control switch"
"2269","81","Cruise control system","Geschwindigkeitsregelsystem (Tempomat)","l4","Commodity > Electronics > Cruise Control > Cruise control system"
"2270","82","Cup holder","Becherhalter","l4","Commodity > Interior > Cup Holder, etc > Cup holder"
"2271","82","Cup holder coaster","Unterlage für Becherhalter","l4","Commodity > Interior > Cup Holder, etc > Cup holder coaster"
"2272","82","Cup holder cover","Abdeckung für Becherhalter","l4","Commodity > Interior > Cup Holder, etc > Cup holder cover"
"2273","82","Cup holder damper","Dämpfer für Becherhalter","l4","Commodity > Interior > Cup Holder, etc > Cup holder damper"
"2274","82","Cup holder frame","Rahmen für Becherhalter","l4","Commodity > Interior > Cup Holder, etc > Cup holder frame"
"2275","82","Cup holder garnish","Zierleiste für Becherhalter","l4","Commodity > Interior > Cup Holder, etc > Cup holder garnish"
"2276","82","Cup holder latch","Verriegelung für Becherhalter","l4","Commodity > Interior > Cup Holder, etc > Cup holder latch"
"2277","82","Cupholder with heat retention function","Becherhalter mit Wärmehaltefunktion","l4","Commodity > Interior > Cup Holder, etc > Cupholder with heat retention function"
"2278","222","Current sense resistor for electric power steering ECU","Strommessstandswiderstand für elektrisches Servolenkungssteuergerät","l4","Commodity > Electronics > Power Steering ECU > Current sense resistor for electric power steering ECU"
"2279","171","Current sensor","Stromsensor","l4","Commodity > E-Powertrain > HV Battery Related Products > Current sensor"
"2280","83","Curtain airbag unspecified","Seitenairbag divers","l4","Commodity > Interior > Curtain Airbag > Curtain airbag unspecified"
"2281","83","Curtain airbag module","Kopfairbagmodul","l4","Commodity > Interior > Curtain Airbag > Curtain airbag module"
"2282","190","Curved instrument cluster","Gebogenes Kombiinstrument","l4","Commodity > Electronics > Meter > Curved instrument cluster"
"2283","22","Curve speed control","Kurvengeschwindigkeitsregelung","l4","Commodity > Electronics > Advanced Driver Assistance ADAS > Curve speed control"
"2284","241","Cushion overmold","Ummantelung für Sitzpolster","l4","Commodity > Interior > Seat > Cushion overmold"
"2285","43","CVJ boot","CVJ-Manschette (Gleichlaufgelenk)","l4","Commodity > General > Boot > CVJ boot"
"2286","107","CVJ outer race","Auüenring CVJ","l4","Commodity > Powertrain > Drive Shaft > CVJ outer race"
"2287","84","CVT unspecified","Stufenloses Getriebe divers","l4","Commodity > Powertrain > CVT > CVT unspecified"
"2288","84","CVT2","CVT2 (Stufenloses Getriebemodell 2)","l4","Commodity > Powertrain > CVT > CVT2"
"2289","84","CVT6","CVT6 (Stufenloses Getriebemodell 6)","l4","Commodity > Powertrain > CVT > CVT6"
"2290","84","CVT7","CVT7 (Stufenloses Getriebemodell 7)","l4","Commodity > Powertrain > CVT > CVT7"
"2291","84","CVT8","CVT8 (Stufenloses Getriebemodell 8)","l4","Commodity > Powertrain > CVT > CVT8"
"2292","84","CVT8 Hybrid","CVT8 Hybridversion","l4","Commodity > Powertrain > CVT > CVT8 Hybrid"
"2293","84","CVT assembly","CVT-Montage","l4","Commodity > Powertrain > CVT > CVT assembly"
"2294","84","CVT belt","CVT-Keilriemen","l4","Commodity > Powertrain > CVT > CVT belt"
"2295","84","CVT chain","CVT-Kette","l4","Commodity > Powertrain > CVT > CVT chain"
"2296","64","CVT clutch","CVT-Kupplung","l4","Commodity > Powertrain > Clutch > CVT clutch"
"2297","64","CVT clutch assembly","Kupplungseinheit für CVT","l4","Commodity > Powertrain > Clutch > CVT clutch assembly"
"2298","72","CVT control cable","Steuerkabel für CVT","l4","Commodity > Electronics > Control Cable > CVT control cable"
"2299","294","CVT control shaft","Steuerwelle für CVT","l4","Commodity > Powertrain > Transmission Shaft > CVT control shaft"
"2300","84","CVT control valve","Steuerventil für CVT","l4","Commodity > Powertrain > CVT > CVT control valve"
"2301","84","CVT for hybrid FWD vehicle","CVT für Hybridfahrzeug mit Frontantrieb","l4","Commodity > Powertrain > CVT > CVT for hybrid FWD vehicle"
"2302","84","CVT gear","CVT-Zahnrad","l4","Commodity > Powertrain > CVT > CVT gear"
"2303","84","CVT gear box","CVT-Getriebegehäuse","l4","Commodity > Powertrain > CVT > CVT gear box"
"2304","84","CVT housing","CVT-Gehäuse","l4","Commodity > Powertrain > CVT > CVT housing"
"2305","84","CVT hydraulic source pump","Hydraulikpumpe für CVT-System","l4","Commodity > Powertrain > CVT > CVT hydraulic source pump"
"2306","84","CVT lower valve","Unteres Ventil für CVT","l4","Commodity > Powertrain > CVT > CVT lower valve"
"2307","84","CVT oil filler tube","äleinfüllrohr für CVT","l4","Commodity > Powertrain > CVT > CVT oil filler tube"
"2308","84","CVT oil pump","älpumpe für CVT","l4","Commodity > Powertrain > CVT > CVT oil pump"
"2309","84","CVT piston","Kolben für CVT","l4","Commodity > Powertrain > CVT > CVT piston"
"2310","84","CVT pulley","CVT-Riemenscheibe","l4","Commodity > Powertrain > CVT > CVT pulley"
"2311","84","CVT pump","CVT-Pumpe","l4","Commodity > Powertrain > CVT > CVT pump"
"2312","84","CVT rear cover","Hintere Abdeckung für CVT","l4","Commodity > Powertrain > CVT > CVT rear cover"
"2313","84","CVT rear housing assembly","Hinteres Gehäuse für CVT","l4","Commodity > Powertrain > CVT > CVT rear housing assembly"
"2314","84","CVT-S","CVT-S (Sportversion)","l4","Commodity > Powertrain > CVT > CVT-S"
"2315","51","CVT seal washer","Dichtscheibe für CVT","l4","Commodity > General > Bush > CVT seal washer"
"2316","84","CVT secondary shaft","Sekundärwelle für CVT","l4","Commodity > Powertrain > CVT > CVT secondary shaft"
"2317","84","CVT sheave","CVT-Keilriemenscheibe","l4","Commodity > Powertrain > CVT > CVT sheave"
"2318","249","CVT shift lever","Schalthebel für CVT","l4","Commodity > Powertrain > Shift Lever > CVT shift lever"
"2319","84","CVT side cover","Seitendeckel für CVT","l4","Commodity > Powertrain > CVT > CVT side cover"
"2320","84","CVT upper valve","Oberes Ventil für CVT","l4","Commodity > Powertrain > CVT > CVT upper valve"
"2321","84","CVT valve body","Ventilgehäuse für CVT","l4","Commodity > Powertrain > CVT > CVT valve body"
"2322","84","CVT valve cover","Ventildeckel für CVT","l4","Commodity > Powertrain > CVT > CVT valve cover"
"2323","84","CVT variable force solenoid valve","CVT-Magnetventil mit variabler Kraft","l4","Commodity > Powertrain > CVT > CVT variable force solenoid valve"
"2324","84","CVT with auxiliary gear box","CVT mit Zusatzgetriebe","l4","Commodity > Powertrain > CVT > CVT with auxiliary gear box"
"2325","85","Cylinder block unspecified","Zylinderblock divers","l4","Commodity > Powertrain > Cylinder Block > Cylinder block unspecified"
"2326","85","Cylinder block base","Grundträger Zylinderblock","l4","Commodity > Powertrain > Cylinder Block > Cylinder block base"
"2327","86","Cylinder head unspecified","Zylinderkopf divers","l4","Commodity > Powertrain > Cylinder Head > Cylinder head unspecified"
"2328","130","Cylinder head bolt","Zylinderkopfschraube","l4","Commodity > General > Fastener > Cylinder head bolt"
"2329","87","Cylinder head cover unspecified","Zylinderkopfhaube divers","l4","Commodity > Powertrain > Cylinder Head Cover > Cylinder head cover unspecified"
"2330","87","Cylinder head cover assembly","Baugruppe Zylinderkopfhaube","l4","Commodity > Powertrain > Cylinder Head Cover > Cylinder head cover assembly"
"2331","88","Cylinder head cover gasket","Dichtung Zylinderkopfhaube","l4","Commodity > Powertrain > Cylinder Head Gasket > Cylinder head cover gasket"
"2332","87","Cylinder head cover module","Modul Zylinderkopfhaube","l4","Commodity > Powertrain > Cylinder Head Cover > Cylinder head cover module"
"2333","88","Cylinder head gasket unspecified","Zylinderkopfdichtung divers","l4","Commodity > Powertrain > Cylinder Head Gasket > Cylinder head gasket unspecified"
"2334","89","Cylinder liner unspecified","Zylinderlaufbuchse divers","l4","Commodity > Powertrain > Cylinder Liner > Cylinder liner unspecified"
"2335","250","Damper","Dämpfer","l4","Commodity > Chassis > Shock Absorber > Damper"
"2336","250","Damper assembly","Dämpfermontage","l4","Commodity > Chassis > Shock Absorber > Damper assembly"
"2337","51","Damper bush","Dämpferbuchse","l4","Commodity > General > Bush > Damper bush"
"2338","250","Damper control unit","Steuereinheit für Dämpferregelung","l4","Commodity > Chassis > Shock Absorber > Damper control unit"
"2339","250","Damper fork","Dämpfergabel","l4","Commodity > Chassis > Shock Absorber > Damper fork"
"2340","84","Damper plate","Dämpferplatte","l4","Commodity > Powertrain > CVT > Damper plate"
"2341","78","Damper pulley","Schwingungsdämpfer-Riemenscheibe","l4","Commodity > Powertrain > Crankshaft > Damper pulley"
"2342","78","Damper pulley assembly","Baugruppe Schwingungsdämpfer-Riemenscheibe","l4","Commodity > Powertrain > Crankshaft > Damper pulley assembly"
"2343","250","Dampers","Dämpferfaltenbalg","l4","Commodity > Chassis > Shock Absorber > Dampers"
"2344","250","Damper & strut","Dämpfer und Federbein","l4","Commodity > Chassis > Shock Absorber > Damper & strut"
"2345","250","Damper top mount","Domlager","l4","Commodity > Chassis > Shock Absorber > Damper top mount"
"2346","250","Damper valve","Dämpferventil","l4","Commodity > Chassis > Shock Absorber > Damper valve"
"2347","250","Damping component","Dämpfungskomponente","l4","Commodity > Chassis > Shock Absorber > Damping component"
"2348","250","Damping force adjustment type absorber","Stoüdämpfer mit einstellbarer Dämpfkraft","l4","Commodity > Chassis > Shock Absorber > Damping force adjustment type absorber"
"2349","162","Damping sheet","Dämpfungsfolie","l4","Commodity > Body > Thermal Shielding > Damping sheet"
"2350","90","Dash board","Armaturenbrett","l4","Commodity > Body > Cockpit > Dash board"
"2351","16","Dashboard acoustic panel","Akustikverkleidung Armaturenbrett","l4","Commodity > General > Acoustic Insulator > Dashboard acoustic panel"
"2352","16","Dashboard & Engine compartment insulator","Isolierung Armaturenbrett & Motorraum","l4","Commodity > General > Acoustic Insulator > Dashboard & Engine compartment insulator"
"2353","275","Dashboard Interaction bar (Touch panel switch)","Interaktive Leiste Armaturenbrett (Touchpanel-Schalter)","l4","Commodity > Electronics > Switch > Dashboard Interaction bar (Touch panel switch)"
"2354","99","Dashboard switch panel","Schalterfeld Armaturenbrett","l4","Commodity > Electronics > Display > Dashboard switch panel"
"2355","57","Dash camera","Armaturenbrettkamera","l4","Commodity > Electronics > Car Navigation System > Dash camera"
"2356","162","Dash insulator","Armaturenbrett-Isolator","l4","Commodity > Body > Thermal Shielding > Dash insulator"
"2357","80","Dash lower crossmember","Unterer Querträger Armaturenbrett","l4","Commodity > Body > Crossmember > Dash lower crossmember"
"2358","16","Dash outer insulator","äuüere Dämmung Armaturenbereich","l4","Commodity > General > Acoustic Insulator > Dash outer insulator"
"2359","16","Dash outer silencer","Auüenschalldämpfer Armaturenbereich","l4","Commodity > General > Acoustic Insulator > Dash outer silencer"
"2360","90","Dash panel","Armaturentafel","l4","Commodity > Body > Cockpit > Dash panel"
"2361","130","Dash panel bolt","Spritzwandschraube","l4","Commodity > General > Fastener > Dash panel bolt"
"2362","90","Dash panel brow finisher","Zierleiste obere Spritzwandverkleidung","l4","Commodity > Body > Cockpit > Dash panel brow finisher"
"2363","130","Dash panel clip","Befestigungsclip Spritzwand","l4","Commodity > General > Fastener > Dash panel clip"
"2364","16","Dash panel insulation","Spritzwandisolierung","l4","Commodity > General > Acoustic Insulator > Dash panel insulation"
"2365","90","Dash panel pad","Spritzwandpolster","l4","Commodity > Body > Cockpit > Dash panel pad"
"2366","130","Dash panel screw","Spritzwandschraube","l4","Commodity > General > Fastener > Dash panel screw"
"2367","90","Dash panel tweeter bracket","Halterung Hochtöner an der Spritzwand","l4","Commodity > Body > Cockpit > Dash panel tweeter bracket"
"2368","130","Dash panel U clip","U-Clip für Spritzwand","l4","Commodity > General > Fastener > Dash panel U clip"
"2369","90","Dash side finish","Seitliche Abschlussverkleidung Armaturenbrett","l4","Commodity > Body > Cockpit > Dash side finish"
"2370","130","Dash support frame bolt","Schraube für Armaturenbrettträgerrahmen","l4","Commodity > General > Fastener > Dash support frame bolt"
"2371","130","Dash support frame nut","Mutter für Armaturenbrettträgerrahmen","l4","Commodity > General > Fastener > Dash support frame nut"
"2372","314","Data cable","Datenkabel","l4","Commodity > Electronics > Wiring Harness > Data cable"
"2373","278","Data communication module","Datenkommunikationsmodul","l4","Commodity > Electronics > Telematics > Data communication module"
"2374","128","Daytime running lamp","Tagfahrlicht","l4","Commodity > Exterior > Exterior Lighting > Daytime running lamp"
"2375","128","Daytime running light position lamp","Positionsleuchte für Tagfahrlicht","l4","Commodity > Exterior > Exterior Lighting > Daytime running light position lamp"
"2376","181","DC/AC inverter module","Gleichstrom-Wechselstrom-Wechselrichtermodul","l4","Commodity > E-Powertrain > Inverter > DC/AC inverter module"
"2377","314","DC charger inlet cable","Ladekabel Gleichstromanschluss","l4","Commodity > Electronics > Wiring Harness > DC charger inlet cable"
"2378","114","DC connector","Gleichstromstecker","l4","Commodity > Electronics > Electrical Connector > DC connector"
"2379","91","DC-DC converter","DC-DC-Wandler","l4","Commodity > E-Powertrain > DC-DC Converter > DC-DC converter"
"2380","91","DC-DC converter case","Gehäuse für DC-DC-Wandler","l4","Commodity > E-Powertrain > DC-DC Converter > DC-DC converter case"
"2381","117","DC-DC converter ECU","Steuergerät für DC-DC-Wandler","l4","Commodity > Electronics > Electronic Control Unit > DC-DC converter ECU"
"2382","91","DC-DC converter for electric power steering","DC-DC-Wandler für elektrische Servolenkung","l4","Commodity > E-Powertrain > DC-DC Converter > DC-DC converter for electric power steering"
"2383","91","DC-DC converter for HV","DC-DC-Wandler für Hochvoltsystem","l4","Commodity > E-Powertrain > DC-DC Converter > DC-DC converter for HV"
"2384","204","DC-DC converter for mono camera unit","DC-DC-Wandler für Monokameraeinheit","l4","Commodity > Electronics > On-board Camera > DC-DC converter for mono camera unit"
"2385","237","DC-DC converter fuse","Sicherung für DC-DC-Wandler","l4","Commodity > Electronics > Relay / Fuse > DC-DC converter fuse"
"2386","91","DC-DC converter plate","Platine für DC-DC-Wandler","l4","Commodity > E-Powertrain > DC-DC Converter > DC-DC converter plate"
"2387","130","DC-DC converter screw","Schraube für DC-DC-Wandler","l4","Commodity > General > Fastener > DC-DC converter screw"
"2388","206","DC Motor","Gleichstrommotor","l4","Commodity > Electronics > Other Motor > DC Motor"
"2389","30","DC synchronous motor (ISG)","Gleichstrom-Synchronmotor (ISG)","l4","Commodity > Powertrain > Alternator / Generator > DC synchronous motor (ISG)"
"2390","111","DCT","Doppelkupplungsgetriebe","l4","Commodity > Powertrain > Dual Clutch Transmission > DCT"
"2391","111","DCT clutch damper","Kupplungsdämpfer für DCT","l4","Commodity > Powertrain > Dual Clutch Transmission > DCT clutch damper"
"2392","64","DCT clutch housing assembly","Kupplungsgehäuseeinheit für DCT","l4","Commodity > Powertrain > Clutch > DCT clutch housing assembly"
"2393","111","DCT clutch release","Kupplungsausrückung für DCT","l4","Commodity > Powertrain > Dual Clutch Transmission > DCT clutch release"
"2394","111","DCT driver unit","Antriebseinheit für DCT","l4","Commodity > Powertrain > Dual Clutch Transmission > DCT driver unit"
"2395","111","DCT electro-hydraulic clutch actuator","Elektrohydraulischer Kupplungssteller für DCT","l4","Commodity > Powertrain > Dual Clutch Transmission > DCT electro-hydraulic clutch actuator"
"2396","111","DCT gear actuator","Gangsteller für DCT","l4","Commodity > Powertrain > Dual Clutch Transmission > DCT gear actuator"
"2397","111","DCT transmission case assembly","Getriebegehäuseeinheit für DCT","l4","Commodity > Powertrain > Dual Clutch Transmission > DCT transmission case assembly"
"2398","111","DCT transmission valve body set","Ventilgehäusesatz für DCT","l4","Commodity > Powertrain > Dual Clutch Transmission > DCT transmission valve body set"
"2399","111","DCT variable force solenoid valve","Magnetventil mit variabler Kraft für DCT","l4","Commodity > Powertrain > Dual Clutch Transmission > DCT variable force solenoid valve"
"2400","213","Dead pedal support","Fuüstützenhalter","l4","Commodity > Interior > Pedal > Dead pedal support"
"2401","236","Decelerator","Verzögerer","l4","Commodity > E-Powertrain > Reduction Gear for EV > Decelerator"
"2402","295","Deck board","Ladeboden","l4","Commodity > Interior > Trunk / Tailgate Trim > Deck board"
"2403","295","Deck cover trim","Verkleidung Deckabdeckung","l4","Commodity > Interior > Trunk / Tailgate Trim > Deck cover trim"
"2404","277","Decklid","Kofferraumdeckel","l4","Commodity > Body > Tailgate/Trunk Closure > Decklid"
"2405","164","Decklid hinge","Scharnier Kofferraumdeckel","l4","Commodity > Body > Hinge > Decklid hinge"
"2406","305","Decklid seal","Dichtung Kofferraumdeckel","l4","Commodity > Exterior > Weatherstrip > Decklid seal"
"2407","277","Decklid subassembly","Baugruppe Kofferraumdeckel","l4","Commodity > Body > Tailgate/Trunk Closure > Decklid subassembly"
"2408","295","Deck side trim","Seitliche Laderaumverkleidung","l4","Commodity > Interior > Trunk / Tailgate Trim > Deck side trim"
"2409","51","Decoupling element","Entkopplungselement","l4","Commodity > General > Bush > Decoupling element"
"2410","40","Deep groove ball bearing","Rillenkugellager","l4","Commodity > General > Bearing > Deep groove ball bearing"
"2411","257","Deflector","Windabweiser","l4","Commodity > Exterior > Spoiler > Deflector"
"2412","269","Deformation element roof frame","Verformungselement Dachrahmen","l4","Commodity > Body > Roof > Deformation element roof frame"
"2413","175","Defroster","Entfroster","l4","Commodity > Interior > Instrument Panel > Defroster"
"2414","175","Defroster grill","Lüftungsgitter Defroster","l4","Commodity > Interior > Instrument Panel > Defroster grill"
"2415","175","Defroster Grille Assembly","Gittereinheit für Defroster","l4","Commodity > Interior > Instrument Panel > Defroster Grille Assembly"
"2416","20","Defroster nozzle","Auslassdüse Defroster","l4","Commodity > Interior > A/C Ventilator > Defroster nozzle"
"2417","231","Degas bottle","Entgasungsbehälter","l4","Commodity > Powertrain > Radiator > Degas bottle"
"2418","99","Demonstration display panel","Demonstrationsanzeigetafel","l4","Commodity > Electronics > Display > Demonstration display panel"
"2419","266","Design ring","Zier-/Designring","l4","Commodity > Interior > Steering Wheel > Design ring"
"2420","92","Diaphragm unspecified","Membran divers","l4","Commodity > General > Diaphragm > Diaphragm unspecified"
"2421","92","Diaphragm for fuel management","Membran für Kraftstoffmanagement","l4","Commodity > General > Diaphragm > Diaphragm for fuel management"
"2422","94","Diesel catalytic converter","Dieselkatalysator","l4","Commodity > Powertrain > Ammonia catalyst > Diesel catalytic converter"
"2423","149","Diesel cold-start system with ceramic glow plug","Diesel-Kaltstartsystem mit Keramik-Glühkerze","l4","Commodity > Powertrain > Glow Plug > Diesel cold-start system with ceramic glow plug"
"2424","93","Diesel common rail","Common-Rail-System für Diesel","l4","Commodity > Powertrain > Diesel Injection > Diesel common rail"
"2425","119","Diesel engine","Dieselmotor","l4","Commodity > Powertrain > Engine Assembly > Diesel engine"
"2426","119","Diesel engine oil seal","äldichtung Dieselmotor","l4","Commodity > Powertrain > Engine Assembly > Diesel engine oil seal"
"2427","138","Diesel filter","Dieselfilter","l4","Commodity > Powertrain > Fuel Filter > Diesel filter"
"2428","142","Diesel fuel cooler","Dieselkraftstoffkühler","l4","Commodity > Powertrain > Fuel Pump > Diesel fuel cooler"
"2429","138","Diesel fuel filter","Diesel -Kraftstofffilter","l4","Commodity > Powertrain > Fuel Filter > Diesel fuel filter"
"2430","93","Diesel fuel injection pump","Dieseleinspritzpumpe","l4","Commodity > Powertrain > Diesel Injection > Diesel fuel injection pump"
"2431","93","Diesel fuel injection system","Dieseleinspritzsystem","l4","Commodity > Powertrain > Diesel Injection > Diesel fuel injection system"
"2432","93","Diesel fuel injector","Dieselkraftstoffeinspritzdüse","l4","Commodity > Powertrain > Diesel Injection > Diesel fuel injector"
"2433","93","Diesel fuel pump","Dieselkraftstoffpumpe","l4","Commodity > Powertrain > Diesel Injection > Diesel fuel pump"
"2434","140","Diesel fuel rail","Kraftstoffverteilerleiste Diesel","l4","Commodity > Powertrain > Fuel Injection > Diesel fuel rail"
"2435","93","Diesel high pressure pump","Hochdruckpumpe Diesel","l4","Commodity > Powertrain > Diesel Injection > Diesel high pressure pump"
"2436","142","Diesel high-pressure pump","Hochdruck-Kraftstoffpumpe Diesel","l4","Commodity > Powertrain > Fuel Pump > Diesel high-pressure pump"
"2437","58","Diesel oxidation catalyst","Dieseloxidationskatalysator","l4","Commodity > Powertrain > Catalytic Converter > Diesel oxidation catalyst"
"2438","94","Diesel particulate filter","Diesel Particulate Filter","l4","Commodity > Powertrain > Ammonia catalyst > Diesel particulate filter"
"2439","93","Diesel piezo injector","Diesel-Piezoeinspritzdüse","l4","Commodity > Powertrain > Diesel Injection > Diesel piezo injector"
"2440","95","Differential unspecified","Differential divers","l4","Commodity > Powertrain > Differential > Differential unspecified"
"2441","228","Differential and relative pressure sensor","Differenzial- und Relativdrucksensor","l4","Commodity > Electronics > Pressure Sensor > Differential and relative pressure sensor"
"2442","95","Differential assembly","Differenzialbaugruppe","l4","Commodity > Powertrain > Differential > Differential assembly"
"2443","95","Differential bearing","Differenziallager","l4","Commodity > Powertrain > Differential > Differential bearing"
"2444","95","Differential bearing - Front outer","Differenziallager Öl vorne außen","l4","Commodity > Powertrain > Differential > Differential bearing - Front outer"
"2445","95","Differential bearing - Rear inner","Differenziallager Öl hinten innen","l4","Commodity > Powertrain > Differential > Differential bearing - Rear inner"
"2446","95","Differential bearing shaft assembly - Front outer","Lagerwellenbaugruppe Differenzial Öl vorne außen","l4","Commodity > Powertrain > Differential > Differential bearing shaft assembly - Front outer"
"2447","95","Differential bevel gear","Kegelrad des Differenzials","l4","Commodity > Powertrain > Differential > Differential bevel gear"
"2448","95","Differential carrier","Differenzialträger","l4","Commodity > Powertrain > Differential > Differential carrier"
"2449","95","Differential case","Differentialgehäuse","l4","Commodity > Powertrain > Differential > Differential case"
"2450","95","Differential case for EV","Differenzialgehäuse für Elektrofahrzeuge","l4","Commodity > Powertrain > Differential > Differential case for EV"
"2451","95","Differential cover","Differenzialdeckel","l4","Commodity > Powertrain > Differential > Differential cover"
"2452","117","Differential ECU","Steuergerät für Differenzial","l4","Commodity > Electronics > Electronic Control Unit > Differential ECU"
"2453","95","Differential gear","Differentialgetriebe","l4","Commodity > Powertrain > Differential > Differential gear"
"2454","10","Differential gear for electric AWD unit","Differenzialzahnrad für elektrischen Allradantrieb","l4","Commodity > Powertrain > 4WD > Differential gear for electric AWD unit"
"2455","275","Differential gear lock switch","Sperrschalter für Differenzial","l4","Commodity > Electronics > Switch > Differential gear lock switch"
"2456","95","Differential housing","Ausgleichsgetriebegehüuse","l4","Commodity > Powertrain > Differential > Differential housing"
"2457","95","Differential lock controller","Steuereinheit für Differenzialsperre","l4","Commodity > Powertrain > Differential > Differential lock controller"
"2458","51","Differential mount","Halterung für Differenzial","l4","Commodity > General > Bush > Differential mount"
"2459","95","Differential oil seal","äldichtung für Differenzial","l4","Commodity > Powertrain > Differential > Differential oil seal"
"2460","95","Differential pinion","Differenzialritzel","l4","Commodity > Powertrain > Differential > Differential pinion"
"2461","95","Differential pinion race - Rear inner","Lagerschale Differenzialritzel Öl hinten innen","l4","Commodity > Powertrain > Differential > Differential pinion race - Rear inner"
"2462","95","Differential race -Rear inner","Lagerschale Differenzial Öl hinten innen","l4","Commodity > Powertrain > Differential > Differential race -Rear inner"
"2463","95","Differential shell","Differenzialgehäuseschale","l4","Commodity > Powertrain > Differential > Differential shell"
"2464","55","Digital audio system","Digitales Audiosystem","l4","Commodity > Electronics > Car Audio > Digital audio system"
"2465","68","Digital cockpit","Digitales Cockpit","l4","Commodity > Interior > Cockpit Module > Digital cockpit"
"2466","180","Digital cockpit platform","Plattform für digitales Cockpit","l4","Commodity > Electronics > In-Vehicle Infotainment Unit > Digital cockpit platform"
"2467","68","Digital cockpit system","System für digitales Cockpit","l4","Commodity > Interior > Cockpit Module > Digital cockpit system"
"2468","129","Digital exterior mirror","Digitale Auüenspiegel","l4","Commodity > Exterior > Exterior Mirror > Digital exterior mirror"
"2469","204","Digital exterior mirror camera","Kamera für digitalen Auüenspiegel","l4","Commodity > Electronics > On-board Camera > Digital exterior mirror camera"
"2470","117","Digital exterior mirror ECU","Steuergerät für digitalen Auüenspiegel","l4","Commodity > Electronics > Electronic Control Unit > Digital exterior mirror ECU"
"2471","191","Digital imaging single-chip radar","Digitales Radar mit Einzelchip-Bildverarbeitung","l4","Commodity > Electronics > Milliwave and Laser Radar / LiDAR > Digital imaging single-chip radar"
"2472","179","Digital inside camera monitor system","Digitales Innenraumkamerasystem","l4","Commodity > Interior > Interior Mirror > Digital inside camera monitor system"
"2473","190","Digital instrument cluster","Digitales Kombiinstrument","l4","Commodity > Electronics > Meter > Digital instrument cluster"
"2474","190","Digital instrument cluster glass","Glasabdeckung für digitales Kombiinstrument","l4","Commodity > Electronics > Meter > Digital instrument cluster glass"
"2475","153","Digital lamp system","Digitales Lampensystem","l4","Commodity > Exterior > Head Lamp (AFS) > Digital lamp system"
"2476","152","Digital light processing head lamp","Digitales Lichtsystem (DLP-Scheinwerfer)","l4","Commodity > Exterior > Head Lamp > Digital light processing head lamp"
"2477","190","Digital meter","Digitalanzeige","l4","Commodity > Electronics > Meter > Digital meter"
"2478","99","Digital meter display","Anzeigeeinheit Digitalinstrument","l4","Commodity > Electronics > Display > Digital meter display"
"2479","204","Digital mirror camera","Digitale Spiegelkamera","l4","Commodity > Electronics > On-board Camera > Digital mirror camera"
"2480","129","Digital outer mirror","Digitaler Auüenspiegel","l4","Commodity > Exterior > Exterior Mirror > Digital outer mirror"
"2481","55","Digital power amplifier","Digitaler Leistungsverstärker","l4","Commodity > Electronics > Car Audio > Digital power amplifier"
"2482","204","Digital rear view camera","Digitale Rückfahrkamera","l4","Commodity > Electronics > On-board Camera > Digital rear view camera"
"2483","179","Digital rearview mirror","Digitaler Rückspiegel","l4","Commodity > Interior > Interior Mirror > Digital rearview mirror"
"2484","99","Digital rearview mirror display","Anzeige für digitalen Rückspiegel","l4","Commodity > Electronics > Display > Digital rearview mirror display"
"2485","129","Digital rear-view system","Digitales Rückblicksystem","l4","Commodity > Exterior > Exterior Mirror > Digital rear-view system"
"2486","32","Digital roof antenna","Dachantenne (digital)","l4","Commodity > Electronics > Antennas > Digital roof antenna"
"2487","55","Digital tuner","Digitaler Tuner","l4","Commodity > Electronics > Car Audio > Digital tuner"
"2488","55","Digital TV tuner","Digitaler TV-Tuner","l4","Commodity > Electronics > Car Audio > Digital TV tuner"
"2489","269","Dimmable sunroof","Abdunkelbares Schiebedach","l4","Commodity > Body > Roof > Dimmable sunroof"
"2490","269","Dimmable sunroof glass","Abdunkelbares Schiebedachglas","l4","Commodity > Body > Roof > Dimmable sunroof glass"
"2491","275","Dimmer switch","Dimmschalter","l4","Commodity > Electronics > Switch > Dimmer switch"
"2492","89","Dinpuleliner","Dinpuleliner","l4","Commodity > Powertrain > Cylinder Liner > Dinpuleliner"
"2493","30","Diode","Diode","l4","Commodity > Powertrain > Alternator / Generator > Diode"
"2494","140","Direct fuel injection system","Direkteinspritzsystem","l4","Commodity > Powertrain > Fuel Injection > Direct fuel injection system"
"2495","309","Direct glazing adhesive","Direktverglasungskleber","l4","Commodity > Exterior > Window Glass > Direct glazing adhesive"
"2496","121","Direct injection engine control unit","Motorsteuergerät für Direkteinspritzung","l4","Commodity > Electronics > Engine Control Unit > Direct injection engine control unit"
"2497","93","Direct injection fuel injector","Kraftstoffeinspritzdüse für Direkteinspritzung","l4","Commodity > Powertrain > Diesel Injection > Direct injection fuel injector"
